Issue_ID,Application_ID,Issue_Type,Severity,Original_Value,Corrected_Value,Resolution,Detected_By
DQ02690,APX1076356,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02691,APX1078121,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02692,APX1080725,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02693,APX1080906,Whitespace_Contamination,Low,'  Eastern  ',Eastern,Correct: strip whitespace,format[Region]
DQ02694,APX1081122,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02695,APX1082367,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02696,APX1083286,Whitespace_Contamination,Low,'  Eastern  ',Eastern,Correct: strip whitespace,format[Region]
DQ02697,APX1083690,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02698,APX1084604,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02699,APX1086685,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02700,APX1087270,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02701,APX1088349,Whitespace_Contamination,Low,'  Eastern  ',Eastern,Correct: strip whitespace,format[Region]
DQ02702,APX1088893,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02703,APX1089591,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02704,APX1090080,Whitespace_Contamination,Low,'  Central  ',Central,Correct: strip whitespace,format[Region]
DQ02705,APX1091518,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02706,APX1092717,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02707,APX1092939,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02708,APX1095488,Whitespace_Contamination,Low,'  Eastern  ',Eastern,Correct: strip whitespace,format[Region]
DQ02709,APX1096592,Whitespace_Contamination,Low,'  Southern  ',Southern,Correct: strip whitespace,format[Region]
DQ02710,APX1098037,Whitespace_Contamination,Low,'  Northern  ',Northern,Correct: strip whitespace,format[Region]
DQ02711,APX1098222,Whitespace_Contamination,Low,'  Western  ',Western,Correct: strip whitespace,format[Region]
DQ02712,APX1000200,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02713,APX1001613,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02714,APX1004248,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02715,APX1005557,Whitespace_Contamination,Low,'  Business Account  ',Business Account,Correct: strip whitespace,format[Product_Type]
DQ02716,APX1005731,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02717,APX1006799,Whitespace_Contamination,Low,'  Personal Loan  ',Personal Loan,Correct: strip whitespace,format[Product_Type]
DQ02718,APX1007585,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02719,APX1008563,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02720,APX1010041,Whitespace_Contamination,Low,'  Business Account  ',Business Account,Correct: strip whitespace,format[Product_Type]
DQ02721,APX1010831,Whitespace_Contamination,Low,'  Credit Card  ',Credit Card,Correct: strip whitespace,format[Product_Type]
DQ02722,APX1014645,Whitespace_Contamination,Low,'  Credit Card  ',Credit Card,Correct: strip whitespace,format[Product_Type]
DQ02723,APX1015542,Whitespace_Contamination,Low,'  Personal Loan  ',Personal Loan,Correct: strip whitespace,format[Product_Type]
DQ02724,APX1016553,Whitespace_Contamination,Low,'  Credit Card  ',Credit Card,Correct: strip whitespace,format[Product_Type]
DQ02725,APX1016854,Whitespace_Contamination,Low,'  Personal Loan  ',Personal Loan,Correct: strip whitespace,format[Product_Type]
DQ02726,APX1017181,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02727,APX1017255,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02728,APX1017269,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02729,APX1021366,Whitespace_Contamination,Low,'  Credit Card  ',Credit Card,Correct: strip whitespace,format[Product_Type]
DQ02730,APX1021609,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02731,APX1022911,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02732,APX1024506,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02733,APX1028644,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02734,APX1033716,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02735,APX1035535,Whitespace_Contamination,Low,'  Personal Loan  ',Personal Loan,Correct: strip whitespace,format[Product_Type]
DQ02736,APX1037558,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02737,APX1038036,Whitespace_Contamination,Low,'  Credit Card  ',Credit Card,Correct: strip whitespace,format[Product_Type]
DQ02738,APX1038225,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02739,APX1038402,Whitespace_Contamination,Low,'  Credit Card  ',Credit Card,Correct: strip whitespace,format[Product_Type]
DQ02740,APX1039561,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02741,APX1039973,Whitespace_Contamination,Low,'  Credit Card  ',Credit Card,Correct: strip whitespace,format[Product_Type]
DQ02742,APX1041810,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02743,APX1042138,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02744,APX1042551,Whitespace_Contamination,Low,'  Personal Loan  ',Personal Loan,Correct: strip whitespace,format[Product_Type]
DQ02745,APX1042942,Whitespace_Contamination,Low,'  Credit Card  ',Credit Card,Correct: strip whitespace,format[Product_Type]
DQ02746,APX1043518,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02747,APX1043661,Whitespace_Contamination,Low,'  Credit Card  ',Credit Card,Correct: strip whitespace,format[Product_Type]
DQ02748,APX1044596,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02749,APX1045346,Whitespace_Contamination,Low,'  Business Account  ',Business Account,Correct: strip whitespace,format[Product_Type]
DQ02750,APX1045867,Whitespace_Contamination,Low,'  Credit Card  ',Credit Card,Correct: strip whitespace,format[Product_Type]
DQ02751,APX1047242,Whitespace_Contamination,Low,'  Credit Card  ',Credit Card,Correct: strip whitespace,format[Product_Type]
DQ02752,APX1048131,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02753,APX1048620,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02754,APX1052705,Whitespace_Contamination,Low,'  Credit Card  ',Credit Card,Correct: strip whitespace,format[Product_Type]
DQ02755,APX1053868,Whitespace_Contamination,Low,'  Business Account  ',Business Account,Correct: strip whitespace,format[Product_Type]
DQ02756,APX1054286,Whitespace_Contamination,Low,'  Credit Card  ',Credit Card,Correct: strip whitespace,format[Product_Type]
DQ02757,APX1054400,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02758,APX1054534,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02759,APX1055796,Whitespace_Contamination,Low,'  Business Account  ',Business Account,Correct: strip whitespace,format[Product_Type]
DQ02760,APX1055909,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02761,APX1057508,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02762,APX1057723,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02763,APX1058202,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02764,APX1058633,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02765,APX1062093,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02766,APX1062238,Whitespace_Contamination,Low,'  Business Account  ',Business Account,Correct: strip whitespace,format[Product_Type]
DQ02767,APX1067578,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02768,APX1068346,Whitespace_Contamination,Low,'  Business Account  ',Business Account,Correct: strip whitespace,format[Product_Type]
DQ02769,APX1070082,Whitespace_Contamination,Low,'  Credit Card  ',Credit Card,Correct: strip whitespace,format[Product_Type]
DQ02770,APX1072470,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02771,APX1073637,Whitespace_Contamination,Low,'  Business Account  ',Business Account,Correct: strip whitespace,format[Product_Type]
DQ02772,APX1075944,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02773,APX1076522,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02774,APX1077768,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02775,APX1080359,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02776,APX1080618,Whitespace_Contamination,Low,'  Credit Card  ',Credit Card,Correct: strip whitespace,format[Product_Type]
DQ02777,APX1081521,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02778,APX1083052,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02779,APX1083345,Whitespace_Contamination,Low,'  Personal Loan  ',Personal Loan,Correct: strip whitespace,format[Product_Type]
DQ02780,APX1084230,Whitespace_Contamination,Low,'  Credit Card  ',Credit Card,Correct: strip whitespace,format[Product_Type]
DQ02781,APX1085173,Whitespace_Contamination,Low,'  Credit Card  ',Credit Card,Correct: strip whitespace,format[Product_Type]
DQ02782,APX1087625,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02783,APX1088961,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02784,APX1090799,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02785,APX1091333,Whitespace_Contamination,Low,'  Business Account  ',Business Account,Correct: strip whitespace,format[Product_Type]
DQ02786,APX1091884,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02787,APX1092198,Whitespace_Contamination,Low,'  Credit Card  ',Credit Card,Correct: strip whitespace,format[Product_Type]
DQ02788,APX1093103,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02789,APX1093147,Whitespace_Contamination,Low,'  Personal Loan  ',Personal Loan,Correct: strip whitespace,format[Product_Type]
DQ02790,APX1093368,Whitespace_Contamination,Low,'  Savings Account  ',Savings Account,Correct: strip whitespace,format[Product_Type]
DQ02791,APX1093590,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02792,APX1094717,Whitespace_Contamination,Low,'  Personal Loan  ',Personal Loan,Correct: strip whitespace,format[Product_Type]
DQ02793,APX1095087,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02794,APX1096281,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02795,APX1096586,Whitespace_Contamination,Low,'  Business Account  ',Business Account,Correct: strip whitespace,format[Product_Type]
DQ02796,APX1096828,Whitespace_Contamination,Low,'  Credit Card  ',Credit Card,Correct: strip whitespace,format[Product_Type]
DQ02797,APX1098646,Whitespace_Contamination,Low,'  Personal Loan  ',Personal Loan,Correct: strip whitespace,format[Product_Type]
DQ02798,APX1098687,Whitespace_Contamination,Low,'  Personal Loan  ',Personal Loan,Correct: strip whitespace,format[Product_Type]
DQ02799,APX1098772,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02800,APX1099072,Whitespace_Contamination,Low,'  Transactional Account  ',Transactional Account,Correct: strip whitespace,format[Product_Type]
DQ02801,APX1000144,Future_Application_Date,Critical,2026-10-05 00:00:00,,Quarantine (date beyond extraction date),temporal[Application_Date]
DQ02802,APX1000347,Future_Application_Date,Critical,2026-10-24 00:00:00,,Quarantine (date beyond extraction date),temporal[Application_Date]
DQ02803,APX1000408,Future_Application_Date,Critical,2026-10-09 00:00:00,,Quarantine (date beyond extraction date),temporal[Application_Date]
DQ02804,APX1000866,Future_Application_Date,Critical,2026-09-21 00:00:00,,Quarantine (date beyond extraction date),temporal[Application_Date]
DQ02805,APX1001586,Future_Application_Date,Critical,2026-09-11 00:00:00,,Quarantine (date beyond extraction date),temporal[Application_Date]
DQ02806,APX1002588,Future_Application_Date,Critical,2026-11-08 00:00:00,,Quarantine (date beyond extraction date),temporal[Application_Date]
DQ02807,APX1002676,Future_Application_Date,Critical,2026-10-23 00:00:00,,Quarantine (date beyond extraction date),temporal[Application_Date]
DQ02808,APX1003287,Future_Application_Date,Critical,2026-09-08 00:00:00,,Quarantine (date beyond extraction date),temporal[Application_Date]
DQ02809,APX1004280,Future_Application_Date,Critical,2026-09-04 00:00:00,,Quarantine (date beyond extraction date),temporal[Application_Date]
DQ02810,APX1004427,Future_Application_Date,Critical,2026-09-19 00:00:00,,Quarantine (date beyond extraction date),temporal[Application_Date]
DQ02811,APX1005321,Future_Application_Date,Critical,2026-09-27 00:00:00,,Quarantine (date beyond extraction date),temporal[Application_Date]
DQ02812,APX1005428,Future_Application_Date,Critical,2026-11-22 00:00:00,,Quarantine (date beyond extraction date),temporal[Application_Date]
DQ02813,APX1005941,Future_Application_Date,Critical,2026-09-19 00:00:00,,Quarantine (date beyond extraction date),temporal[Application_Date]
DQ02814,APX1006318,Future_Application_Date,Critical,2026-11-16 00:00:00,,Quarantine (date beyond extraction date),temporal[Application_Date]
DQ02815,APX1007417,Future_Application_Date,Critical,2026-11-01 00:00:00,,Quarantine (date beyond extraction date),temporal[Application_Date]
